评论内容,性别,点赞数量,回复时间,tags,emotions
"1，华为被喷疏油层。。。于是华为现在每一部手机不但都有疏油层，还出厂就自带一张成本远在疏油层之上的手机膜；
2，华为被喷emmc。。。于是从970开始，华为以后所有手机都将只支持ufs；
3，华为被喷玩游戏卡。。。余大嘴承诺华为以后每一部手机都会是游戏手机，目前看这个基本可以实现了；
4，华为被喷丑，设计老年化。。。于是p10开始，华为在外形设计上下足功夫，并且在色彩方面这两年都给行业带来惊喜；
5，华为被喷系统不好用。。。从emui5开始，系统大改，重构底层虚拟机，重构文件系统，连系统ui风格大变，才有了mate9发布会豪言18个月不卡的底气；
6，华为被喷夜拍辣鸡。。。于是今年p20直接上了手持夜拍模式，并且在夜拍方面连三星s9＋都略逊一筹。
7，华为被喷不支持微信指纹支付。。。但是大部分人不知道，华为只会在本地验证用户指纹，华为坚持不把用户指纹传给任何人，包括自己，支付宝最后向华为保护用户隐私的坚持妥协，而微信没有，于是华为的倔强换来了腾讯全线游戏的劣质优化。。。但是谁知道，在腾讯搞支付伊始，腾讯允许本地验证的时候，华为是国内第一个支持腾讯指纹支付的手机商？
8，华为最早自己搞麒麟芯片，高通知道后专门与华为沟通，表示只要华为放弃海思，高通愿意和华为达成战略合作，以后供给中国的芯片，华为永远是最便宜、最优先，最足量的。。。最后华为拒绝了高通的殷勤。
9，华为第一代芯片用在自家旗舰机上，几乎差点毁了华为的手机业务，最后靠着通讯赚的钱，硬是填平了这个巨坑，而那年，国内友商靠着高通高质量的芯片，赚的盆满钵满。。。然而，华为还是顶着巨大的市场压力，倔强的给下一代装上一颗中国芯片，那颗芯片就是第一代麒麟。
10，确定5g方案的大会，只有华为一个，坚持长码、短码和控制码都用自己的方案，高通都不敢三个全投自己，华为是与会的唯一一个全投自己的公司。
11，高通今年在中国搞的技术大会，去年在中国搞得5g合作大会，两次大会，华为没有一个人到场。。在中国，在自己家门口，华为狠狠的给了高通两次下马威。
12，中兴侵权华为，而中兴被美国制裁的第一时间，华为撤销了对中兴侵权的全部起诉，忍下了这把自己人从背后捅来的刀子。
华为的发展史，就是一个硬骨头的斗争史，在华为为行业，自己，甚至国家做了很多事情的时候，多少人知道，其实华为是民企？
复制不易，点个赞吧🇨🇳🇨🇳🇨🇳🇨🇳",保密,656,2019-10-26 10:18:30,0,悲伤/痛苦
鬼畜区up石锤了[滑稽][doge],男,430,2019-10-10 19:03:02,0,愉快/幸福
没人？,保密,640,2019-10-10 19:02:22,0,愤怒/生气
官方推荐华为，友商无话可说[doge][doge][doge],保密,382,2019-10-10 19:41:52,0,悲伤/痛苦
看了那么多个，觉得邓超有点惨，每逢大事，必拉出来。。。哈哈哈。。,保密,285,2019-10-11 11:20:44,0,厌恶/讨厌
终于找到一个正大光明夸华为不用被戴帽子的地方了，憋死我了，现在我只想大声的喊出来：华为NB！,男,270,2019-10-11 22:06:35,0,愤怒/生气
哟，我们是受过专业训练的哦,男,195,2019-10-10 19:04:25,0,平静/冷静
这，官方真的是真皮,男,168,2019-10-10 19:19:12,0,愉快/幸福
对上口型才是最骚的[doge][doge][doge],保密,139,2019-10-10 19:30:13,0,厌恶/讨厌
"川普说出了一般美国人不敢说的话[藏狐]
至少他骂新西兰变性举重运动员是特有道理的[藏狐]",保密,5204,2021-08-06 21:46:20,0,愤怒/生气
想川宝的不知道多少天→_→,男,1341,2021-08-06 21:08:55,0,恐惧/害怕
川宝这个状态可比以前好太多了，简直感觉都年轻了几岁。,女,981,2021-08-08 22:00:45,0,悲伤/痛苦
确实，以前空降关系户差点把国乒毁了,男,976,2021-08-08 10:09:00,0,羞耻
川宝属于唯一没赶上奥运会的美国总统了[tv_白眼],保密,635,2021-08-07 12:24:37,0,厌恶/讨厌
川普是有“国家”这个概念的总统，而其他的总统只有所谓的政治。但是，我当然希望美国的执政者能力越差越好。我不了解政治我还不了解美国人吗？[傲娇],保密,563,2021-08-07 12:11:57,0,愤怒/生气
川普直接背了美国疫情的锅，好可怜[doge][doge][doge],保密,478,2021-08-07 03:47:15,0,愉快/幸福
川普简直太真实，我的天，当总统有点可惜了，行走的流量贩卖机到哪都是人红是非多~[吃瓜],保密,379,2021-08-07 10:29:58,0,悲伤/痛苦
感觉川普变年轻了,保密,252,2021-08-07 03:43:47,1,愉快/幸福
川宝瘦了，看着有点心疼~~[撇嘴],男,162,2021-08-06 20:26:43,0,愉快/幸福
说明人家确实看比赛了。,男,142,2021-08-07 12:56:26,0,羞耻
紫毛的梅根出柜了，好像还是好几年前在《足球周刊》看到的[吃瓜],男,80,2021-08-06 20:37:39,1,悲伤/痛苦
我知道“懂王”为什么嘲讽美国女足队长了，因为她长得像“睡王”[doge],男,79,2021-08-13 10:19:12,0,悲伤/痛苦
特朗普其实根本不懂足球，连基本的规则都不知道，他是个从不运动的人，高尔夫除外,保密,79,2021-08-07 10:12:12,0,厌恶/讨厌
4年后赶走瞌睡乔,保密,60,2021-08-06 20:23:00,0,平静/冷静
那懂王变性自己上去踢呗,男,59,2021-08-07 03:53:44,0,厌恶/讨厌
y1s1，qs,男,56,2021-08-06 20:17:51,0,平静/冷静
这届奥运会冠军里好几个gay，甚至有变性人的，说明这种根本和能力没有关系，欧洲除了俄罗斯匈牙利波兰少数几个国家，包括南美洲比美国右翼包容多了，政治家不过就是拿着几个点来说，俄罗斯不是还批判这届奥运会gay多么，有几个gay拿了冠军俄罗斯照样批判，根本不是看能力，就是政治需要罢了,男,53,2021-08-08 23:05:48,0,厌恶/讨厌
建国其实说得挺对的...没别人敢说而已,女,43,2021-08-07 13:04:02,0,厌恶/讨厌
川普和马云一起的视频看看，马老师平时演讲那么强的气场，碰到川普立马成小弟的感觉,保密,39,2021-08-12 16:49:26,0,厌恶/讨厌
看开头，我差点投稿鬼畜区,保密,2957,2017-12-28 19:00:32,0,恐惧/害怕
所以，我可以不学英语了吗？,保密,1530,2017-12-28 19:00:27,0,厌恶/讨厌
这一天，全世界的试卷上出现了这样的考题:假如你是。。。，请用中文给你在中国的朋友李华写一封信。。。。。。(｀・ω・´),男,237,2017-12-29 00:50:06,0,愤怒/生气
要说外国人讲外语的话，印象最深的是澳大利亚前总 理陆克文，在北大演讲的开头就用标准的普通话来了一句：中国有句古话，天不怕，地不怕，就怕外国人讲中国话,男,123,2017-12-28 19:05:48,0,厌恶/讨厌
今天踩到了一个外国人，跟他说“sorry”，他说“没关系”????????????????,女,118,2017-12-28 22:11:23,0,愤怒/生气
这真的是共青团中央?我忐忑不安，擦亮眼镜，是的！我没看错！自豪之感油然而生，鬼畜救国，是它了。我又打开抽屉撇了一眼团员证…...,保密,40,2017-12-28 19:55:21,0,愤怒/生气
"恕我直言：大家似乎都快忘了我们的老祖先有多么会玩！
下面是一些流行语，用古文翻译之后，你就会知道了！不信？您请看！
1
原文：每天都被自己帅到睡不着。
翻译：玉树临风美少年，揽镜自顾夜不眠。
原文：有钱，任性。
翻译：家有千金，行止由心。
原文：主要看气质。
翻译：请君莫羡解语花，腹有诗书气自华。
原文：也是醉了。
翻译：行迈靡靡，中心如醉。

原文：人要是没有理想，和咸鱼有什么区别。
翻译：涸辙遗鲋，旦暮成枯；人而无志，与彼何殊。
原文：别睡了，起来嗨。
翻译：昼短苦夜长，何不秉烛游。
原文：不要在意这些细节。
翻译：欲图大事，莫拘小节。
原文：你这么牛，家里人知道么。
翻译：腰中雄剑长三尺，君家严慈知不知。
原文：心好累。
翻译：形若槁骸，心如死灰。

原文：我的内心几乎是崩溃的。
翻译：方寸淆乱，灵台崩摧。
原文：你们城里人真会玩。
翻译：城中戏一场，山民笑断肠。
原文：重要的事说三遍。
翻译：一言难尽意，三令作五申。
原文：世界那么大，我想去看看。
翻译：天高地阔，欲往观之。

原文：我的内心几乎是崩溃的。
翻译：方寸淆乱，灵台崩摧。
原文：你们城里人真会玩。
翻译：城中戏一场，山民笑断肠。
原文：重要的事说三遍。
翻译：一言难尽意，三令作五申。
原文：世界那么大，我想去看看。
翻译：天高地阔，欲往观之。

原文：秀恩爱，死得快。
翻译：爱而不藏，自取其亡。
原文：吓死宝宝了。
翻译：堪惊小儿啼，能开**颐。

原文：长发及腰，娶我可好？
翻译：长鬟已成妆，与君结鸳鸯？
原文：人与人之间最基本的信任呢？
翻译：长恨人心不如水，等闲平地起波澜。
原文：认真你就输了
翻译：石火光中争何事，蜗牛角上莫认真。
原文：那画面太美我不敢看。
翻译：尽美尽善，不忍卒观。
原文：我只想安静地做一个美男子。
翻译：北方有璧人，玉容难自弃。厌彼尘俗众，绝世而独立。",保密,32,2017-12-28 19:52:56,0,愤怒/生气
当他们来到南方发现十里不同音的时候估计内心会是崩溃的吧[洛天依_滑稽],男,31,2017-12-28 23:35:40,0,悲伤/痛苦
"中文的優越性很高w
先是只有認識1000字，基本閱讀就沒問題。 而表音的文字像英語，一出現新事物就要造詞，單詞數量太多。
然後就是歷史文化的傳承，從秦到現在的文獻都能看懂了。就像會了中文突然有了一個更廣闊的世界。

 最重要還是祖國強大了！還是蠻驕傲的，希望以後出國中文通用hh",保密,31,2017-12-28 23:29:41,0,希望/期待
给我一个碗，可以不可以？[星梦手记_吃瓜],男,27,2017-12-28 19:40:48,0,愉快/幸福
"扁担宽 板凳长
扁担想绑在板凳上
扁担宽 板凳长
扁担想绑在板凳上
伦敦玛丽莲 买了件旗袍送妈妈
莫斯科的夫斯基爱上牛肉面疙瘩
各种颜色的皮肤 各种颜色的头发
嘴里念的说的开始流行中国话
多少年我们苦练英文发音和文法
这几年换他们卷着舌头学平上去入的变化
平平仄仄平平仄
好聪明的中国人 好优美的中国话
扁担宽 板凳长
扁担想绑在板凳上
板凳不让扁担绑在板凳上
扁担偏要绑在板凳上
板凳偏偏不让扁担绑在那板凳上
到底扁担宽还是板凳长
哥哥弟弟坡前坐
坡上卧着一只鹅
坡下流着一条河
哥哥说 宽宽的河
弟弟说 白白的鹅
鹅要过河 河要渡鹅
不知是那鹅过河
还是河渡鹅
全世界都在学中国话
孔夫子的话 越来越国际化
全世界都在讲中国话
我们说的话 让世界都认真听话
纽约苏珊娜 开了间禅风lounge bar
柏林来的沃夫冈 拿胡琴配着电吉他
各种颜色的皮肤 各种颜色的头发
嘴里念的说的开始流行中国话
多少年我们苦练英文发音和文法
这几年换他们卷着舌头学平上去入的变化
仄仄平平仄仄平
好聪明的中国人 好优美的中国话
有个小孩叫小杜
上街打醋又买布
买了布 打了醋
回头看见鹰抓兔
放下布 搁下醋
上前去追鹰和兔
飞了鹰 跑了兔
洒了醋 湿了布
嘴说腿 腿说嘴
嘴说腿 爱跑腿
腿说嘴 爱卖嘴
光动嘴 不动腿
光动腿 不动嘴
不如不长腿和嘴
到底是那嘴说腿 还是腿说嘴
全世界都在学中国话
孔夫子的话 越来越国际化
全世界都在讲中国话
我们说的话 让世界都认真听话
全世界都在学中国话
孔夫子的话 越来越国际化
全世界都在讲中国话
我们说的话 让世界都认真听话
全世界都在学中国话
孔夫子的话 越来越国际化
全世界都在讲中国话
我们说的话 让世界都认真听话",保密,24,2017-12-28 19:24:15,1,悲伤/痛苦
等这些孩子长大后 会用非常标准的中国话说：“英语真tm难学”,男,18,2017-12-30 21:33:52,0,悲伤/痛苦
感觉这世界真有意思，什么事情都颠倒着来，曾经的世 界 领 袖现在忙着退出国际 社会，曾经的日不 落里有一位被修铁路的老佛 爷，曾经的闭 关 的国家现在成为了许多国家最大的贸易 伙伴，曾经min主的邻居现在搞起了绿色kongbu。曾经被国内网民视为灯塔的某些生物却是智 商和素 质呈现同步下滑趋势，甚至搞起了与所谓言 论    自 由相 悖的wenzi 狱。,保密,18,2017-12-28 22:47:51,0,愤怒/生气
都不要吵了，大家静一静，我要宣布一件事情，大家还记得2011年的抢盐的事情吗（福岛核泄漏）？我家里的盐在今天，就是今天，终于吃完了，吃完了呀！我的个亲娘啊！终于给吃完了。 ​​ 我高兴呀！啊啊啊啊啊！,保密,16,2017-12-29 11:59:54,0,愤怒/生气
[小电视_笑]看来 鬼畜大佬已从学校毕业并成功打入央视了,男,14,2017-12-28 20:46:37,0,愉快/幸福
然而我们还是要学英语。,保密,13,2018-01-29 19:54:54,0,平静/冷静
"不得不说，中国走向世界了，希望这份开放能让我们免受欧美苏的旧痛，希望中 央能让开放成为国强民富的基石。
看到祖国承认力的上升，莫名觉得我们更应该小心，不能浮，走好每一步，国家的未来在我们肩上。",保密,12,2017-12-28 22:21:28,0,悲伤/痛苦
哈哈，央视大佬你们看看，这才是正确鬼畜方式,保密,12,2017-12-28 20:00:28,1,愉快/幸福
"未来的某一天，非洲经济大发展，中华文化在这里盛行。于是你来到了非洲，刚下飞机就有几个非洲妹子跟你搭讪，求着和你拍照，还发朋友圈炫耀，她们的朋友纷纷羡慕嫉妒恨。你想在非洲找份工作，你本来连半句当地语言都不会，可你还是顺利的当了一个汉语老师，你还出席了当地各种活动剪彩，不管是非洲的商界精英还是政府官员都一一和你握手致意。有一天你不小心丢了个手链，虽然只值几块钱，但是那是你初恋送你的，你报警了，当地警方高度重视，发动全城警力排查了近万辆出租车终于找到了，你对此非常满意，你送了一面锦旗给他们上面写着：中非友谊万岁，并与警局领导合影留念。
你在非洲最大的视频网站注册了个账户，每天发你在非洲吃的各种美食，并交口称赞，夸张的表情加上一句又一句“太好吃了”，你很快成了非洲网红，并拥有了大量粉丝，你每天夸赞非洲的视频赢得了大量非洲人的点赞和关注，终于非洲官方媒体找上了你，你上了非洲电视台各大新闻综艺节目，一句句“我爱非洲”把非洲人感动的不要不要的，粉丝们亲切的叫你“非洲通”。",保密,11,2017-12-30 14:56:13,0,愤怒/生气
老外只是学会了语言，而没接受思想。我们有些人不仅学会语言（英语日语等等）还学会……！团团不要被这些东西蒙蔽了，我真觉得现在好好大喜功。能不能闷声发大财。,保密,11,2017-12-28 19:18:46,0,恐惧/害怕
拜登是真实的八九十岁的老人的反应[笑哭],保密,1315,2024-06-28 13:16:02,0,厌恶/讨厌
拜登感觉这个语气都快入土了[笑哭],男,929,2024-06-28 15:37:23,0,悲伤/痛苦
这是选总统还是选谁正常啊？,男,785,2024-06-28 15:30:17,0,厌恶/讨厌
川皇回答时候登子一直在笑，以为登子胸有成竹要大大数落一下川皇的测试，结果一开口结结巴巴就拉了,保密,547,2024-06-28 15:56:53,0,愤怒/生气
川宝比上次有风度……上次我印象像泼妇骂街，这次竟然会提醒拜登不要像小孩争论[笑哭],保密,533,2024-06-28 15:53:06,0,愤怒/生气
懂王也是78了，但精气神跟三四十似的[doge]甚至比快下班的我还精神[笑哭],男,207,2024-06-28 18:40:14,0,厌恶/讨厌
"我只评论两句：
发生在拜登副总统的时期的事情起码是8年前的事；
川普的两次认知测试发生在这五年内的。",女,206,2024-06-28 13:40:34,0,愉快/幸福
官员打擂台，百姓当裁判，当家做主啊！,保密,137,2024-06-28 13:47:19,0,惊讶/震惊
歪嘴笑神拜登[doge],保密,100,2024-06-28 14:20:14,0,羞耻
川普的语速还是显得更年轻一些，语速能反应思考速度,保密,86,2024-06-28 17:25:58,1,厌恶/讨厌
拜登：他在说啥？语速太快了我没听懂,保密,54,2024-06-28 14:28:27,0,愤怒/生气
不管怎么选总统的，但是我觉得总统至少得头脑清晰，有执政能力吧，反正我宁可接受亿万富翁特朗普当总统也不会接受拜登做总统的，我奶奶84的时候说话都不带磕绊的,保密,52,2024-06-28 20:03:11,0,厌恶/讨厌
