评论内容,性别,点赞数量,回复时间,tags,emotions
希望美国能有技术突破把，现在全世界都太需要技术进步了,保密,82,2024-12-02 16:25:35,1,愉快/幸福
"曹操：要我当，我就做个周公吧
马斯克：要我当，我就做个吕不韦吧",保密,60,2024-12-03 03:21:48,0,厌恶/讨厌
这类节目还是央视做的最专业！[tv_点赞][tv_点赞][tv_点赞],男,54,2024-12-03 20:56:42,0,悲伤/痛苦
看到“硬核”两个字，我以为是可汗又更新了，有没有人跟我一样看错的[笑哭],保密,41,2024-12-02 23:35:31,0,悲伤/痛苦
希望每周都更这个[doge]，好看爱看,保密,41,2024-12-02 19:41:09,1,愉快/幸福
这不仅是美国的政府体制改革，这是世界政治意识形态的革命。什么叫管理企业的逻辑不适用于管理国家的逻辑，本质都是效率优先不花冤枉钱，围绕目的实现，行最简洁的途径。当然对人治国家的帝王术是离经叛道的，所以是政治意识形态的革命，其基础必须是法制完备的法治社会。,保密,53,2024-12-03 16:55:42,1,悲伤/痛苦
maga king 和 硅谷钢铁侠 难绷[喜极而泣][喜极而泣][喜极而泣][喜极而泣]很难想象这是央视频,保密,37,2024-12-05 11:01:05,0,恐惧/害怕
感觉像看到了资本主义国家的最终形态，把国家当成企业管理,保密,35,2024-12-02 19:13:17,0,厌恶/讨厌
气候多样化总监，听着就够抽象的,保密,29,2024-12-02 16:38:01,0,平静/冷静
效率部应该不是代表裁员，反正我觉得这么做肯定不对头，美国人口放在哪里，管理人员少了只会带来动荡。,男,23,2024-12-03 13:30:13,0,厌恶/讨厌
他搞的和以前古时候变法，差不多的东西。我估计难。,保密,26,2024-12-02 21:41:29,0,恐惧/害怕
裁员不是闭着眼睛裁员，裁掉不必要的岗位，提高服务效率本来就是好事儿。拿钱不干事儿，尸位素餐在哪儿都是脓包。,保密,4,2024-12-07 09:36:55,0,愤怒/生气
普京又不傻，现在是特朗普上台了，但民主党又不是没了。普京的目光要是只有四年就不是普京了。,女,1837,2024-11-08 23:08:28,0,厌恶/讨厌
任何国家之间的关系都是利益关系，还能真靠感情？,男,1119,2024-11-08 20:55:48,0,恐惧/害怕
大帝虽然在打太极，但是有个意思关键——俄罗斯没有盟友，历史，现在，未来。,保密,707,2024-11-08 22:23:01,0,厌恶/讨厌
"京子的回话，第一，重申中俄关系不会受其他国家的影响，同样也适用于美国，深层含义就是我俄罗斯有自己的想法不会受其他国家左右，对说的就是你欧洲。
第二，目前这个状况下你的提议是不符合现实的，深层含义就是我现在跟中国交好，跟美国交恶，所以不会赞同特朗普的连俄抗中。（大帝被美国坑惨了，再也不会信美国的忽悠了2333）
第三，还有一层含义跟第一条是连贯的，我俄罗斯是不会受其他国家影响，只会在当前局势下做最优解，因为目前跟美国交恶所以跟中国交好，如果未来某一天局势发生变化，我也许会有其他考虑。",保密,655,2024-11-08 23:37:34,0,厌恶/讨厌
"这问题提的还不猛？这是一个中俄所有人都在想的问题，敢这么提是要魄力的，这属于直接贴脸进攻跟大帝要答案。
答案也很清楚，大帝选择了绕弯子打太极，他没法正面回答这个问题，说明他还想在后面给美国留余地。",保密,519,2024-11-08 22:12:25,1,悲伤/痛苦
看这个视频要了解一个点：普京之前从不回应带有假设的政治问题。,保密,437,2024-11-10 09:21:34,0,悲伤/痛苦
王文这个提问貌似有点唐突，其实正是普京和我们都想在大庭广众之下公开讨论的问题。,保密,351,2024-11-10 00:15:23,1,愤怒/生气
网上好多人总把俄罗斯的立场看得很重要，整天担心人家反水，但实际上不管是俄罗斯还是中国都是国家利益为重，根本不存在反水的说法，大家都只是基于客观事实做出最有利于自己的选择罢了，网友用一些人情世故江湖意义去揣测大国关系就很幼稚。也把中国看得太傻白甜了，好像中国把自己的命运全都依托在了其他国家身上一样，觉得其他国家立场变了，中国就完蛋了，但其实中国自己的立场就很灵活啊，从来没有说过要跟哪个国家深度捆绑，也从来没有排斥过跟对方阵营中的一些国家合作和沟通。,保密,374,2024-11-10 12:40:27,0,厌恶/讨厌
"我认为第一个问题有点给第二个问题做铺垫的意味在里面。因为大帝应该不太会主动给美国抛橄榄枝（至少不会打直球），那中国作为第三方来打开这个话题，大帝应该也算心领神会，顺着话头把回答的重点放在了第二个问题上。因为大帝自己也点出来了：中、俄两国合作的目的是为了利好自身发展，既点了“友好合作”的题，又把选择题抛给了美国。你看我中俄“两强”都点头了想搞发展，你美国这“一超”不得表个态？
不得不说普大帝这作答是真的很全面。",保密,498,2024-11-09 00:19:20,0,愤怒/生气
"重阳金融研究院的问题，属于送分题。普京回答中俄合作不针对三方，包括美国。属于体现格局漂亮话，加分答案。
从我们立场出发真正的难题是：美欧矛盾如何能转变成为世界主要矛盾，美国与世界的矛盾如何成为主要矛盾。",男,292,2024-11-08 20:42:04,1,愤怒/生气
"有些人觉得普京在打太极，那是没看懂他后面说的话。
已经说的很清楚了。美国总统不是一个人说的算，他及时想，他身后的财团深层政府也未必同意。在一个俄罗斯不拒绝和美国恢复关系。我觉得这是很真诚的回答了。这才是真实的两国关系。
难道像美国人那样说竞争其实就是制裁打击你？说一套做一套？",保密,431,2024-11-08 22:46:18,0,愤怒/生气
"总结：
1、中俄之间有这长达千里的共同边界，冲突跟矛盾对两国人民不好。当下中俄关系已经超越往前，两国交好有利两国共同发展。所以这种假设性的问题不会存在。
2、特朗普当选会受到背后深层政府的影响，（没有提犹太财团，其实全世界都知道）能否兑现选民承诺是挑战（能不能坐稳位置都是问题）。言外之意是对特朗普目前的烂摊子有了解。",保密,539,2024-11-09 02:33:13,0,厌恶/讨厌
做人留一线，日后好相见，国际关系从来都是这样，不然怎么会有中苏中美蜜月期，又怎么会出现美苏同时压力中国,保密,295,2024-11-08 23:15:29,0,悲伤/痛苦
"解决之道很简单
1:提升自己的技术，特别是加快突破卡脖子的技术，花香蝶自来。
2:加大对全球友好的相处，搞的朋友多多的，敌人少少的。
3:总结:打铁需自身硬，提高自己的能力，花香蝶自来。",保密,426,2024-11-08 19:55:19,1,平静/冷静
早年被骗到秃噜皮的经历➕近年来战事现状来看现阶段会出现这种情况不太可能，毕竟前排战士打着打着回过头来和对面aoe德鲁伊一块打奶了自己半天的肉装全能坦克这事儿单纯从实力的地位来看也不太现实。国际政治没有永远的朋友，只有永远的利益，可能性低也不代表我们不考虑这种情况的发生，毕竟咱们可是搞历史出身的。,男,190,2024-11-08 23:28:01,0,厌恶/讨厌
成熟的大国政治家肯定知道中国古代历史的尤其是三国 春秋战国时期的 普京应该也不例外,保密,230,2024-11-08 18:55:39,1,恐惧/害怕
普京回答应该还是有考量的不是全是场面话……不然他绝对会说“政治没有如果”，大部分假设性回答都是这么回答的,保密,151,2024-11-08 21:32:47,0,愤怒/生气
就这么想吧，我们各行各业平凡普通普通人都能想到的问题，普京这个专业政治的还是人精肯定更清楚，美国无论联谁，他的目标都是同时消灭两个，京子那么精明纯属多此一问[笑哭],保密,135,2024-11-08 21:32:34,1,厌恶/讨厌
这种假设性问题意义在哪，就跟你进店买东西一样，问这衣服质量怎么样，难道店主会跟你说质量不好吗,保密,190,2024-11-09 00:34:56,0,愤怒/生气
"别的不说，懂王上任以后，至少经济上是大鹅的竞争对手。至少他会改变能源政策，也就是说支持美国开发国内的能源尤其是页岩油，在满足本国需求的情况下，向世界上所有非正式敌对国家包括中国出售能源，而欧洲市场尤为重要。因此，基于美国的利益必须竭尽全力破坏鹅欧关系，那么美鹅关系还剩下了什么？而且，懂王一直要制造业回流，这是他的竞选纲领，全世界制造业除了中日韩之外，就剩下欧洲，日韩懂王自然不会手软，但是中国不是他想任意就能拿捏的，因此欧洲这盘菜懂王还得加大力度去吃，而破坏鹅欧关系让欧洲无法承受能源成本就可以收一波进美国的口袋里。
此时，大鹅唯一能做的就是靠向东方，这和亲谁不亲谁没有关系，这是国家利益决定的。",保密,165,2024-11-08 21:33:18,0,厌恶/讨厌
看来那颗子弹就是命运石之门的选择了。,男,2973,2024-11-06 17:28:54,0,平静/冷静
抛开他的身份，我觉得他还是很励志的，从11年被冷嘲热讽到16年成功上位，近年来各种官司诽谤缠身也从未退缩，最终百炼成钢再次归来，这种永不服输和越挫越勇的精神值得我们学习[打call],男,1848,2024-11-06 20:01:53,0,悲伤/痛苦
川皇：那一年决赛，是拜登对阵我自己，最终比分306:232。当时我看见我自己颓坐在椅子上泣不成声，这个画面我永生难忘。那一刻我在想，如果能再次成为美利坚总统，我一定要赢下所有。如今总统宝座就在眼前，参众两院与最高法已入我手，我必须考虑这会不会是我此生仅有的机会。MAGA，我辈义不容辞！,保密,1517,2024-11-06 15:47:37,0,悲伤/痛苦
懂王入阵曲已经网易云热搜第一了[笑哭],男,2222,2024-11-06 15:52:10,0,愤怒/生气
特靠谱上台，别的不说，有几场战斗可能会结束吧，毕竟他好像比较主张专注本土，外面的不太爱管。,男,1634,2024-11-06 16:58:35,1,平静/冷静
"*时间旅行成功了！我们去问问那边的路人今年是哪一年吧！

-“你好👋请问今年S赛战况如何？”
-“Faker蝉联总决赛冠军，明年在中国开。
-“请问美国那边有啥大新闻吗？”
-“川皇刚刚赢得总统选举。”
-“那任天堂有啥消息吗”
-“任天堂明年要发售新主机”
-“那索尼有啥消息吗”
-“索尼发布了本世代主机的加强版”

*明白了，现在是2016年。
这一次我一定要阻止科比上飞机",保密,1156,2024-11-06 19:35:01,0,愤怒/生气
马斯克要起飞了（指spaceX项目）[doge][doge],男,843,2024-11-06 15:47:00,0,平静/冷静
懂王可以的，应该能保证以后比赛，不会有网友调侃的女运动员在某项运动中划伤睾丸了[笑哭]确实好笑,保密,810,2024-11-06 17:38:01,0,愉快/幸福
哈里斯的这场耻辱性的大败已经成为了这两天美国政坛最大的话题，我们来看一下前总统拜登对此的点评，一向老年痴呆的拜大总统直言到，哈里斯这样输，只怕是连面子都不要了,保密,701,2024-11-06 16:38:46,0,愤怒/生气
为什么不能两个人都赢，自由的美国需要更多领导人[委屈],保密,598,2024-11-06 15:48:27,1,悲伤/痛苦
对华政策谁上都差不多，还好咱自身够硬。不过个人角度觉得川普比其他候选人有趣多了。希望世界和平。,保密,420,2024-11-06 20:14:26,1,平静/冷静
接下来四年:China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！China！[doge],女,1010,2024-11-06 15:47:55,0,悲伤/痛苦
世界和平，但是新一轮贸易战开始了。,保密,258,2024-11-06 15:47:57,0,厌恶/讨厌
YMCA,男,268,2024-11-06 15:46:51,1,悲伤/痛苦
"泽连斯基:丸辣
普京：好了",男,995,2024-11-06 15:48:47,0,愉快/幸福
这一次的懂王比上一次还强，三合一了,保密,1193,2024-11-06 18:12:58,0,悲伤/痛苦
"“喜欢LGBT的小朋友们你们好啊
  我是特朗普，
  如果再让我发现你搞什么政治正确的话，
  我就让马斯克远程操纵离你最近的
  特斯拉和你亲密接触一下”[doge_金箍]",男,940,2024-11-06 16:44:39,0,愤怒/生气
"参众两院在手，懂王重回白宫
三权尽在川皇，他已闪电归来",男,222,2024-11-06 15:47:33,1,希望/期待
"假如你是李华，你的朋友哈里斯竞选竞选美国总统失败。请你写一封信安慰她，并告诉她平常心看待，即使落选也没关系，当总统不是唯一的出路。开头已为你写好。
提示词：
内战civil war   国民警卫队The National Guard

Dear Harris，
    There are no two suns in the sky, you are the only sun in my heart.__________________________________________________",保密,148,2024-11-06 16:01:13,1,希望/期待
懂王两次成功狙击首个美国女总统的诞生,保密,79,2024-11-06 17:26:57,1,愉快/幸福
特朗普以前骂人，群众会觉得他是政治新手；没啥底气，所以只能无能狂怒。特朗普现在骂人，群众会觉得原来当初是自己看得太浅了，特朗普骂的才是真相，甚至会觉得他骂少了、他太温柔了。[笑哭],男,212670,2022-07-26 18:34:44,0,愤怒/生气
川普：我是有钱来从政的。他们都是从政才有钱的！,男,43406,2022-08-02 18:18:06,0,悲伤/痛苦
对我来说，所有英文演讲只有川普同志的可以听清每个词[藏狐],保密,36232,2022-07-31 17:35:07,1,平静/冷静
"川普这样的人你会愿意和他做朋友，或者做对手，他表面上招子野，可是却都是冲着正面来的，而拜登这些人只会背后下刀子,小人行径",保密,45375,2022-07-26 23:37:54,0,愤怒/生气
